n_estimators,min_samples_split,max_features,accuracy,f1,roc_auc,pr_auc,matthews
300,10,5,0.9909047860093728,0.9813731063772866,0.9994288532052642,0.9982970064061638,0.975386131208408
50,12,5,0.9903659313205205,0.9802701979668271,0.9993373533734157,0.9980022023752608,0.9739263367546412
100,12,5,0.9903496023905554,0.9802308078273959,0.9993853167744269,0.998171483860694,0.9738798703661089
150,12,5,0.9905292206201728,0.9805942184154176,0.9993921803052335,0.9982114964316622,0.974365097771377
200,12,5,0.9905618784801032,0.9806714820759764,0.9993908368147726,0.9982127526929317,0.974457251217169
300,12,5,0.9907904834996163,0.9811383853922815,0.9994083849445952,0.9982598313894724,0.9750761985435583
50,7,5,0.990774154569651,0.981109365074058,0.999343372815143,0.997847365420151,0.9750335792836585
100,7,5,0.9911987067487468,0.9819798736250878,0.9994036240807018,0.9981123499187223,0.9761841916851624
150,7,5,0.9912640224686077,0.9821124076364973,0.9994534015896144,0.9982405024854305,0.9763607138169312
200,7,5,0.9913130092585033,0.9822109275730623,0.9994685340271622,0.9983554143000754,0.9764928191513244
300,7,5,0.9914599696281903,0.9825112857381709,0.9994736014400305,0.9983861956620663,0.9768907970258782
50,3,5,0.9914926274881207,0.9825793292540208,0.9993995151730789,0.9980754948979604,0.9769796581701097
