ccp_alpha,depth,nodes,accuracy,f1,roc_auc,pr_auc,matthews
8.728984380308193e-06,30,5959,0.9525528235205655,0.8301480484522207,0.9281534074179079,0.7081054232121222,0.8056396477368654
8.51334012935883e-06,30,5967,0.9525528235205655,0.8301480484522207,0.9283284962564948,0.7081184937361752,0.8056396477368654
7.023431054336376e-06,30,5975,0.9525528235205655,0.8301480484522207,0.9274967678414798,0.707001156313613,0.8056396477368654
9.943453230393094e-06,30,5901,0.9525528235205655,0.8301480484522207,0.9201525923932842,0.7067312056306759,0.8056396477368654
8.78556259337635e-06,30,5943,0.9525528235205655,0.8301480484522207,0.9200319789819155,0.7082418479274852,0.8056396477368654
1.0035421812997134e-05,30,5887,0.9525528235205655,0.8301480484522207,0.9199693021436933,0.7067291344455542,0.8056396477368654
9.76440444944382e-06,30,5915,0.9525528235205655,0.8301480484522207,0.9203627692257377,0.7086152057874472,0.8056396477368654
9.373828271466065e-06,30,5921,0.9525528235205655,0.8301480484522207,0.9200319789819155,0.7082418479274852,0.8056396477368654
0.0,30,5985,0.9525528235205655,0.8301480484522207,0.9282569157457762,0.7063674317781238,0.8056396477368654
1.0415364746073406e-05,30,5871,0.9525528235205655,0.8301480484522207,0.9200137452638733,0.7071230354752743,0.8056396477368654
1.0043387433713643e-05,30,5877,0.9525528235205655,0.8301480484522207,0.9199693021436933,0.7067291344455542,0.8056396477368654
1.0545556805399325e-05,30,5863,0.9525528235205655,0.8301480484522207,0.9200923483895187,0.7078272728500443,0.8056396477368654
1.065207758121144e-05,30,5857,0.9525528235205655,0.8301480484522207,0.9200737886214978,0.7078230858904272,0.8056396477368654
1.1465300708379178e-05,30,5815,0.9526280171441461,0.8303715670436187,0.9202710237778717,0.7084624782101834,0.8058874700933691
1.157611322681049e-05,30,5803,0.9527032107677269,0.8305952060328575,0.9200986185814177,0.7078920493173784,0.8061354652159223
1.1473175228096502e-05,30,5809,0.9526280171441461,0.8303715670436187,0.9201703495767419,0.7075449972648298,0.8058874700933691
1.1131421072365952e-05,30,5839,0.9525528235205655,0.8301480484522207,0.9200587401609404,0.7077641256014376,0.8056396477368654
1.093613298337708e-05,30,5845,0.9525528235205655,0.8301480484522207,0.9200699512640557,0.7078662729415193,0.8056396477368654
1.1596488583257e-05,30,5791,0.9527032107677269,0.8305952060328575,0.9199664429361873,0.7079701419276571,0.8061354652159223
1.1612666720231382e-05,30,5785,0.9527032107677269,0.8305952060328575,0.9198337155140699,0.7067479315299037,0.8061354652159223
1.1591293023855908e-05,30,5797,0.9527032107677269,0.8305952060328575,0.9199557585291915,0.7078807225111344,0.8061354652159223
