ccp_alpha,depth,nodes,accuracy,f1,roc_auc,pr_auc,matthews
5.999110868620768e-07,28,1795,0.9996335088632988,0.9997502202006127,0.9995771268059269,0.999722251381677,0.9990623074548669
6.025435034696078e-07,28,1787,0.9996335088632988,0.9997502202006127,0.9995755282916521,0.999722251381677,0.9990623074548669
0.0,30,1803,0.9996335088632988,0.9997502202006127,0.9995772339130478,0.999722329137738,0.9990623074548669
6.027519527748355e-07,28,1779,0.9996335088632988,0.9997502202006127,0.999566388484006,0.9997156136254429,0.9990623074548669
7.879496403104455e-07,28,1737,0.9996431533668962,0.999756794951852,0.999597139890466,0.9997353555004055,0.9990869689952999
7.927888696872372e-07,26,1725,0.9996527978704937,0.9997633696166588,0.9996037441155377,0.9997388271659244,0.9991116317126439
7.939073083225494e-07,26,1719,0.9996335088632988,0.9997502202006127,0.9996036646182526,0.9997388128125785,0.9990623074548669
6.427897291646659e-07,28,1749,0.9996431533668962,0.999756794951852,0.9995905782702269,0.9997318585372454,0.9990869689952999
7.915312295845816e-07,28,1731,0.9996527978704937,0.9997633696166588,0.9996037517320441,0.9997388325353169,0.9991116317126439
7.869647032600576e-07,28,1743,0.9996431533668962,0.999756794951852,0.9995971698804599,0.9997353555004055,0.9990869689952999
7.976199313506158e-07,26,1713,0.9996335088632988,0.9997502202006127,0.9996036113027079,0.9997387752102581,0.9990623074548669
7.978421467435369e-07,26,1707,0.9996335088632988,0.9997502202006127,0.9996222798358566,0.9997523395451573,0.9990623074548669
8.009562062909062e-07,26,1701,0.9996335088632988,0.9997502202006127,0.9996221691584984,0.9997522617981933,0.9990623074548669
8.115666493722751e-07,26,1673,0.9996335088632988,0.9997502234842509,0.99964559681805,0.9997680249106515,0.9990622773099377
8.032047405567291e-07,26,1683,0.9996431533668962,0.999756794951852,0.9996459721690047,0.9997682741073588,0.9990869689952999
8.037086331166535e-07,26,1679,0.9996335088632988,0.9997502234842509,0.999645966218609,0.9997682735892914,0.9990622773099377
9.64450359739984e-07,26,1669,0.9996335088632988,0.9997502234842509,0.99964559681805,0.9997680249106515,0.9990622773099377
8.031840191263765e-07,26,1689,0.9996431533668962,0.999756794951852,0.9996465519755523,0.9997686811223558,0.9990869689952999
1.0329282006146367e-06,26,1655,0.999614219856104,0.9997370808082136,0.9996414434419193,0.999765308563024,0.9990128940561198
1.163532562763783e-06,26,1631,0.9996045753525066,0.9997305095997739,0.9996804670883465,0.9997896955017758,0.9989882024876185
8.028901925534143e-07,26,1695,0.9996335088632988,0.9997502202006127,0.9996404625787083,0.9997655720025455,0.9990623074548669
1.1385872302485928e-06,26,1635,0.9996045753525066,0.9997305095997739,0.9996804580437452,0.9997896922217109,0.9989882024876185
1.0664595324047903e-06,26,1639,0.9996045753525066,0.9997305095997739,0.999673825970822,0.999786196466748,0.9989882024876185
1.0548675809656078e-06,26,1651,0.9996045753525066,0.9997305095997739,0.9996605618249755,0.9997792042662065,0.9989882024876185
1.1793550594646535e-06,26,1627,0.9996045753525066,0.9997305095997739,0.9996870744076238,0.9997931879758275,0.9989882024876185
1.1799126741499817e-06,26,1623,0.9996045753525066,0.9997305095997739,0.9996870541762788,0.9997931871128585,0.9989882024876185
1.1809596241714097e-06,26,1619,0.9996045753525066,0.9997305095997739,0.9997003002329226,0.9998001682644155,0.9989882024876185
1.1844127224877e-06,26,1611,0.9996045753525066,0.9997305095997739,0.999700237396745,0.9998001480065777,0.9989882024876185
1.1867260285863086e-06,26,1607,0.9996045753525066,0.9997305095997739,0.9997001824150896,0.9998001161696924,0.9989882024876185
1.1828164789263944e-06,26,1615,0.9996045753525066,0.9997305095997739,0.9997002652445964,0.9998001480065777,0.9989882024876185
1.1961444891306445e-06,26,1603,0.9995949308489092,0.9997239384777179,0.9997000574567819,0.9998000485989211,0.9989635109580256
1.2010813030219151e-06,26,1595,0.9995949308489092,0.9997239384777179,0.999699878706898,0.9997999968705422,0.9989635109580256
1.203589851557671e-06,26,1591,0.9995949308489092,0.9997239384777179,0.9996996713951153,0.9997999968705422,0.9989635109580256
1.2041610685016145e-06,26,1587,0.9995949308489092,0.9997239384777179,0.9996996559240866,0.9997999968705422,0.9989635109580256
1.1987518595638229e-06,26,1599,0.9995949308489092,0.9997239384777179,0.9996999715330694,0.9997999968705422,0.9989635109580256
1.204707940490849e-06,26,1583,0.9995949308489092,0.9997239384777179,0.9997178800816917,0.9998133781045615,0.9989635109580256
1.2055629496749801e-06,26,1581,0.9995949308489092,0.9997239384777179,0.9997178800816917,0.9998133781045615,0.9989635109580256
1.5930224847446587e-06,26,1573,0.9995949308489092,0.9997239348486243,0.9997177724985392,0.9998133762468164,0.9989635385153289
1.4466755396099763e-06,26,1577,0.9995852863453119,0.9997173637265921,0.999717872941217,0.9998133745201205,0.9989388463777206
1.6074172662333068e-06,26,1561,0.9995949308489092,0.9997239384777179,0.9997233394506495,0.9998162569028252,0.9989635109580256
1.607417266233307e-06,26,1549,0.9995949308489092,0.9997239348486243,0.999742538759086,0.9998302251754541,0.9989635385153289
1.6409051259465001e-06,26,1547,0.9995949308489092,0.9997239348486243,0.999742538759086,0.9998302251754541,0.9989635385153289
1.6051893836744295e-06,26,1567,0.9995852863453119,0.9997173637265921,0.9997166557282925,0.9998127592477966,0.9989388463777206
1.7261469506709953e-06,26,1537,0.9996045753525066,0.9997305060570407,0.9997684046527401,0.9998476850689976,0.998988230691825
1.687788129544974e-06,26,1545,0.9995949308489092,0.9997239348486243,0.9997425218599625,0.9998302163306169,0.9989635385153289
1.8169310552081618e-06,26,1523,0.9996238643597014,0.9997436487330331,0.9998068425422239,0.999875634431491,0.9990376151615713
1.8083444245124703e-06,26,1525,0.999614219856104,0.9997370773518431,0.9997876120537145,0.9998616551208139,0.9990129229072314
1.928900719479968e-06,26,1515,0.9995949308489092,0.9997239348486243,0.9998068027935814,0.9998756211192088,0.9989635385153289
2.0092715827916336e-06,26,1507,0.9995949308489092,0.9997239348486243,0.9998134617622926,0.9998791090894016,0.9989635385153289
2.0666793422999664e-06,26,1503,0.9995949308489092,0.9997239348486243,0.9998201183508455,0.9998825984591907,0.9989635385153289
2.164124535169602e-06,26,1489,0.9995949308489092,0.9997239348486243,0.9998200559906996,0.9998825746628396,0.9989635385153289
2.1274640288382e-06,26,1499,0.9995949308489092,0.9997239348486243,0.9998201026418012,0.9998825909232651,0.9989635385153289
2.143223021644409e-06,26,1491,0.9995949308489092,0.9997239348486243,0.9998200578948261,0.9998825753534144,0.9989635385153289
2.210198741070797e-06,26,1483,0.9995949308489092,0.9997239348486243,0.9998200448039558,0.9998825707703523,0.9989635385153289
2.1919326357726915e-06,26,1485,0.9995949308489092,0.9997239348486243,0.9998200500403039,0.9998825732825649,0.9989635385153289
2.2786966359386976e-06,26,1467,0.9995949308489092,0.9997239348486243,0.9998333725000274,0.9998895502010806,0.9989635385153289
2.2558911614215466e-06,26,1477,0.9995949308489092,0.9997239348486243,0.9998200329031647,0.9998825680099119,0.9989635385153289
2.2503841727266304e-06,26,1481,0.9995949308489092,0.9997239348486243,0.9998200329031647,0.9998825680099119,0.9989635385153289
2.2604305306405877e-06,26,1471,0.9995949308489092,0.9997239348486243,0.9998333725000274,0.9998895502010806,0.9989635385153289
2.2842245362262795e-06,26,1465,0.9995949308489092,0.9997239348486243,0.9998718034870524,0.9999175000292951,0.9989635385153289
2.287141808941762e-06,26,1463,0.9995949308489092,0.9997239348486243,0.999871786349913,0.9999174938220966,0.9989635385153289
2.2874784173320133e-06,26,1459,0.9995949308489092,0.9997239348486243,0.9998717625483307,0.9999174831005514,0.9989635385153289
2.3106623202103804e-06,26,1451,0.9995949308489092,0.9997239348486243,0.9998717347004791,0.9999174772385625,0.9989635385153289
2.2963103803332963e-06,26,1457,0.9995949308489092,0.9997239348486243,0.9998717489814287,0.9999174799966292,0.9989635385153289
2.3062943385086584e-06,26,1453,0.9995949308489092,0.9997239348486243,0.9998717418409538,0.9999174786175596,0.9989635385153289
2.318390287836502e-06,26,1447,0.9995949308489092,0.9997239348486243,0.9998717251798461,0.9999174729496585,0.9989635385153289
2.327983626958581e-06,26,1445,0.9995949308489092,0.9997239348486243,0.9998717013782638,0.9999174622270928,0.9989635385153289
2.340210431722021e-06,26,1441,0.9995852863453119,0.9997173600110427,0.9998716466346242,0.9999174445522196,0.9989388757200979
2.3588376512417755e-06,26,1435,0.9995852863453119,0.9997173600110427,0.9998716190247887,0.9999174406005475,0.9989388757200979
2.3380614781575358e-06,26,1443,0.9995852863453119,0.9997173600110427,0.9998716447304977,0.9999174438611864,0.9989388757200979
