n_estimators,min_samples_split,max_features,criterion,accuracy,f1,roc_auc,pr_auc,matthews
150,2,1,gini,0.9558613429581172,0.8342276193165772,0.9822810145511591,0.9145787949019917,0.8091950406501274
200,2,1,gini,0.955635762087375,0.8334274421230943,0.9826414251815121,0.9164819501565346,0.8082719083552101
300,2,1,gini,0.9560117302052786,0.8351648351648352,0.9830420152015535,0.9183673037168105,0.8102820125575105
50,9,1,gini,0.9527784043913076,0.817016317016317,0.9787526772465371,0.8983369204673758,0.7899143689859541
100,9,1,gini,0.9558613429581172,0.8281112737920937,0.9798412327217338,0.9048596730095027,0.802831194702626
150,9,1,gini,0.9561621174524401,0.8288817141179924,0.9803383335354843,0.9077639432842722,0.803808402824725
200,9,1,gini,0.9573652154297315,0.8336755646817249,0.9807900381598863,0.9099960438329404,0.8092833887076252
300,9,1,gini,0.9574404090533123,0.8337250293772033,0.9811192984768852,0.911816015792311,0.8093995196926318
50,8,1,gini,0.9539063087450185,0.821230679498396,0.9794724451150039,0.9040011681443243,0.7947835157756493
100,8,1,gini,0.9564628919467629,0.8297559541311379,0.9807584363927155,0.9101074227607256,0.804884984165852
150,8,1,gini,0.956688472817505,0.8302887448438421,0.9807576338081524,0.9102830111202297,0.8055864750884739
200,8,1,gini,0.9578915707947966,0.8357771260997068,0.9813341904936467,0.9134526600765248,0.8116825431748774
300,8,1,gini,0.9570644409354087,0.8324038743762842,0.9815097057052826,0.9141546226799478,0.8078482485711551
50,4,2,gini,0.9648845777878036,0.866609540131391,0.9871706606785832,0.9368676288451324,0.846545426451939
100,4,2,gini,0.9655613204000301,0.8693667997718197,0.988068125785467,0.9405609758350734,0.8497165065217384
150,4,2,gini,0.9663132566358372,0.8715596330275229,0.9882970128705469,0.9421657918126942,0.8522674612234008
200,4,2,gini,0.9651853522821264,0.8672972198337633,0.9883052644430861,0.9418912647553412,0.8473589398823097
300,4,2,gini,0.9661628693886758,0.8709122203098106,0.9884966808613778,0.9431444644412691,0.8515269212966196
50,3,2,gini,0.9653357395292879,0.8701042547196394,0.9875549732804552,0.9382092303558855,0.8506193513230731
100,3,2,gini,0.9653357395292879,0.8689968741119636,0.9884652546595802,0.9416235383529773,0.8492886610152411
150,3,2,gini,0.9652605459057072,0.8686753837407618,0.9884426318072087,0.9423917754686301,0.8489176832655072
200,3,2,gini,0.9656365140236108,0.8701335606706451,0.9886339729831977,0.9431206706889147,0.850598969856129
300,3,2,gini,0.9660876757650951,0.8714733542319749,0.9887630386132462,0.9439832495361081,0.8521419781831306
50,2,2,gini,0.9642078351755771,0.8649262202043133,0.9877491987447177,0.9380716577110623,0.8445983868949611
100,2,2,gini,0.9648093841642229,0.8670454545454546,0.9886027474275408,0.9432628368586005,0.8470395497788803
150,2,2,gini,0.9664636438829988,0.873151308304892,0.9886969758713986,0.943992319803541,0.854076016866273
200,2,2,gini,0.9659372885179337,0.8717803566374186,0.9887139555510611,0.9441642714630873,0.8525142987670452
300,2,2,gini,0.9672155801188059,0.8762067007382169,0.9889688764729057,0.9454592051010896,0.857602706885594
50,5,2,gini,0.9657117076471915,0.8688147295742232,0.9879974983439169,0.9404876845709814,0.8491427893553869
100,5,2,gini,0.9659372885179337,0.8700143472022955,0.9883727066271515,0.9421324468665054,0.8504960548004379
150,5,2,gini,0.9665388375065794,0.8722365776629343,0.9882778260833361,0.9422866140851728,0.8530585948927563
200,5,2,gini,0.9660124821415144,0.8701149425287357,0.988322770818868,0.9425243341835169,0.8506257350180545
300,5,2,gini,0.9662380630122566,0.870939925265881,0.9883189585421935,0.9425426718068151,0.8515779718606813
50,6,2,gini,0.963155124445447,0.8604783599088838,0.9873731878769201,0.9372528594016193,0.8394714187735572
100,6,2,gini,0.9646589969170615,0.8656375071469411,0.9878478915652074,0.9398606862607949,0.8454303284992934
150,6,2,gini,0.9651853522821264,0.8672972198337633,0.9880952130144706,0.9405669174701798,0.8473589398823097
200,6,2,gini,0.9655613204000301,0.8683151236342725,0.9880273444573561,0.9409960895424203,0.8485612759803594
300,6,2,gini,0.9654861267764494,0.8682170542635659,0.9880512213481074,0.9413692219722656,0.8484331076176366
50,7,2,gini,0.9646589969170615,0.8646313364055299,0.9868551697029946,0.938074546034317,0.8443457310308929
100,7,2,gini,0.9655613204000301,0.8682393555811277,0.9873398555367852,0.93890557918037,0.8484808889719511
150,7,2,gini,0.9648093841642229,0.8651296829971181,0.9872738680372404,0.9384808457721214,0.8449271456678854
200,7,2,gini,0.9643582224227385,0.8635578583765112,0.9875354604432655,0.939524139918668,0.8431030246052905
300,7,2,gini,0.9657117076471915,0.8682842287694974,0.9877350531917934,0.9400510675555287,0.8485904570876555
50,10,2,gini,0.9630799308218663,0.858948577994829,0.9858068437790215,0.9328939277108739,0.8377742098022625
100,10,2,gini,0.9640574479284156,0.8620888632429313,0.9864729388048332,0.9354761199730462,0.8414482161212806
150,10,2,gini,0.9648093841642229,0.8648960739030023,0.9867216898578492,0.936299297895731,0.844685495544736
200,10,2,gini,0.9645838032934807,0.8640692640692641,0.9867552479248926,0.9363908585864478,0.8437300852173821
300,10,2,gini,0.9649597714113843,0.8651620370370371,0.9869398925359334,0.9367661669503164,0.8450324968635706
50,8,2,gini,0.9654109331528686,0.8673587081891581,0.9866481279664905,0.937009044974947,0.8474990477663751
100,8,2,gini,0.9660876757650951,0.8699913519746325,0.9872823954982229,0.9396727300587713,0.8505223954297931
150,8,2,gini,0.9661628693886758,0.8700173310225303,0.9874027330211479,0.9402761365653791,0.8505829229744208
200,8,2,gini,0.9662380630122566,0.8702687084657613,0.9872596221612459,0.939748384871566,0.8508766655682731
300,8,2,gini,0.9660876757650951,0.8696908407974574,0.9874304221885739,0.9396325765407182,0.8502123480764796
50,9,2,gini,0.9635310925633507,0.8602708153269951,0.9866331798290033,0.9359605919222032,0.8393347034111985
100,9,2,gini,0.9660124821415144,0.8686809994189425,0.9867615181167916,0.9372435678176727,0.8491614172319003
150,9,2,gini,0.9647341905406421,0.8644900317827218,0.9867986878143685,0.9376655358691919,0.8442334906503383
200,9,2,gini,0.9647341905406421,0.8642547033285094,0.9866877806600597,0.9371976115951983,0.8439952825360578
300,9,2,gini,0.9647341905406421,0.8643332369106161,0.987107432063474,0.9384192141668757,0.8440743923303832
50,2,3,gini,0.9670651928716445,0.876131221719457,0.9897061005556194,0.9435774198658282,0.8575398551496162
100,2,3,gini,0.9689450334611625,0.8831021794508916,0.990650792747886,0.9496584538137215,0.8655745927498908
150,2,3,gini,0.9687194525904204,0.8822863610639502,0.990801678645743,0.9509366185290231,0.8646359819333791
200,2,3,gini,0.969621776073389,0.8852924474730267,0.9908875551939912,0.9514353415138689,0.8680778047462636
300,2,3,gini,0.969621776073389,0.8854225751559841,0.9908164762986245,0.9511185631222271,0.868235125153885
50,3,3,gini,0.9690202270847432,0.8828880045480386,0.9904482655495491,0.949387851444125,0.8653003908061674
100,3,3,gini,0.9691706143319047,0.8838526912181303,0.990797389834484,0.9519793162089684,0.8664331660243124
150,3,3,gini,0.9698473569441312,0.886111900028401,0.9908266590902685,0.9523705118890261,0.8690209230829811
200,3,3,gini,0.9699225505677118,0.8863636363636364,0.9908457957159442,0.9523994186907526,0.8693095728747398
300,3,3,gini,0.9702985186856155,0.8875604896100199,0.9908258565057053,0.9532079232819457,0.8706803698143658
50,4,3,gini,0.9682682908489361,0.8799089356858281,0.989298237112975,0.9450769620939475,0.861863262363851
100,4,3,gini,0.968794646214001,0.882135756887248,0.9898917233165963,0.9495585504407356,0.8644369935371878
150,4,3,gini,0.9696969696969697,0.8851524650897692,0.9900411043683977,0.9508783805231547,0.8679027677608401
200,4,3,gini,0.9695465824498083,0.8847139197267293,0.9903234385692246,0.9516406185588059,0.8673999707404669
300,4,3,gini,0.9693961952026469,0.8842105263157894,0.9903938152030984,0.9514252642298052,0.8668215840920048
50,6,3,gini,0.9665388375065794,0.8733276401935668,0.9885792718290712,0.94575271989011,0.8542783744448711
100,6,3,gini,0.9678171291074517,0.8778538812785388,0.9894817280087065,0.9482889955160111,0.859494331105926
150,6,3,gini,0.9690954207083239,0.882470689162139,0.9897212744200148,0.9490786991075106,0.8648156286760411
200,6,3,gini,0.9688698398375818,0.881781838949172,0.9897847287620323,0.9493597676509825,0.8640194803425122
300,6,3,gini,0.9690202270847432,0.8824871648602396,0.9899167539226571,0.9493829814834898,0.8648313215122319
50,5,3,gini,0.9681930972253553,0.8794528355656882,0.9886786418302862,0.947905956598477,0.8613357721034611
100,5,3,gini,0.9680427099781939,0.8794326241134752,0.9895777121062959,0.9489864848754304,0.8613262308548515
150,5,3,gini,0.9693961952026469,0.8841446057500711,0.9900618210824317,0.949973243140494,0.8667438909256872
200,5,3,gini,0.9692458079554854,0.8833761049329911,0.9900870021730981,0.949938348519326,0.8658555308549889
300,5,3,gini,0.9697721633205504,0.8854700854700854,0.9902146883609286,0.9508835654624879,0.8682692519805918
50,7,3,gini,0.9669899992480637,0.8749643976075192,0.9892611175769331,0.946605841712294,0.856164254984257
100,7,3,gini,0.9679675163546131,0.8784940102681118,0.989686010860775,0.9485266307333049,0.8602311604281687
150,7,3,gini,0.9669899992480637,0.8746788467028261,0.989622456195687,0.9483679498791617,0.8558376223687735
200,7,3,gini,0.9672155801188059,0.8755707762557078,0.9897232056391196,0.9485006744283005,0.8568644213031775
300,7,3,gini,0.9678923227310324,0.8781044818726805,0.9897531771563968,0.948889746593291,0.8597834231037569
50,8,3,gini,0.9681930972253553,0.8793152639087018,0.9889489121818993,0.9448351484853459,0.861177431172417
100,8,3,gini,0.9683434844725167,0.8798172994576078,0.9895156622872636,0.9470594967625361,0.8617563234712485
150,8,3,gini,0.9685690653432589,0.8803663423010876,0.989527124198055,0.9475224762640929,0.8623955320772887
200,8,3,gini,0.9690202270847432,0.8818807339449541,0.9894887506236333,0.9469550134094322,0.8641472961289642
300,8,3,gini,0.969621776073389,0.8840413318025259,0.9895285788825756,0.9470202636347516,0.8666410334754912
50,9,3,gini,0.9662380630122566,0.8716776221777651,0.9889016349349812,0.9452464347571415,0.8523847046032732
100,9,3,gini,0.9681930972253553,0.878969957081545,0.9893890294916721,0.9472870730264527,0.8607866067032892
150,9,3,gini,0.9680427099781939,0.878258378688055,0.9891789028207536,0.9467921614735383,0.8599727887607923
200,9,3,gini,0.9678171291074517,0.8776443682104059,0.9891869788279195,0.9466934222049785,0.8592570567990966
300,9,3,gini,0.967741935483871,0.8771125751933544,0.9892212391564555,0.9468144043352932,0.8586537552737113
50,10,3,gini,0.9666892247537409,0.8732474964234621,0.9878812991476451,0.9411733654969239,0.8541977400183269
100,10,3,gini,0.9671403864952252,0.874820968203953,0.9883969095678815,0.9435794947640662,0.8560156882995495
150,10,3,gini,0.9678923227310324,0.8778953388618816,0.9885519337923917,0.9439086118326793,0.8595470486713432
200,10,3,gini,0.9671403864952252,0.874964234620887,0.9886465384477633,0.9437115806267332,0.8561744000238156
300,10,3,gini,0.9678923227310324,0.8774748923959828,0.9888106669909108,0.9441581438238125,0.859082115774103
50,4,4,gini,0.9686442589668396,0.8821701045493077,0.9904645178869512,0.9523209676861525,0.8645155213429022
100,4,4,gini,0.9693961952026469,0.8848656294200848,0.990996731775336,0.954971398728251,0.8676141629311775
150,4,4,gini,0.9698473569441312,0.886434437836307,0.9910990362263596,0.9551188092946578,0.8694133466082822
200,4,4,gini,0.9698473569441312,0.8865629420084865,0.9912496963973083,0.9555728141982214,0.8695722966343827
300,4,4,gini,0.9704489059327769,0.8885738588035157,0.9912734228034541,0.9552657041833906,0.8718712387517613
50,2,4,gini,0.9695465824498083,0.8853016142735769,0.9903729730852264,0.951782244727716,0.8681067091817375
100,2,4,gini,0.970148131438454,0.8876944837340877,0.9910269791810569,0.955418454374884,0.8708777191031862
150,2,4,gini,0.970975261297842,0.8910220214568041,0.9911816021132853,0.9563629190825116,0.8747405564330502
200,2,4,gini,0.9709000676742612,0.890647075445041,0.9914044196526073,0.95725721464974,0.8742971105488254
300,2,4,gini,0.9711256485450034,0.8914027149321267,0.9914719370789754,0.9568912426602663,0.8751589672543012
50,3,4,gini,0.9707496804270997,0.8897704732218759,0.9905256647983501,0.9531456658785198,0.873256034087449
100,3,4,gini,0.9713512294157456,0.8919148936170213,0.9908749897294258,0.9539458342646819,0.8757193803326222
150,3,4,gini,0.9715768102864877,0.8928571428571429,0.9911220854517803,0.9561992830709994,0.8768132957062564
200,3,4,gini,0.9718775847808105,0.893930799773114,0.9911821789709401,0.95673147060605,0.8780463425858086
300,3,4,gini,0.971501616662907,0.8924822695035461,0.9912612837119374,0.9561450962255791,0.8763736143997936
50,5,4,gini,0.969621776073389,0.8857466063348416,0.9907259598083709,0.9510490229607884,0.868633370178492
100,5,4,gini,0.9707496804270997,0.8897079671108591,0.9910759117586363,0.9545523772514402,0.8731790955432889
150,5,4,gini,0.9703737123091962,0.8882586500283608,0.9910863704387238,0.9544068688878091,0.8715055309645262
200,5,4,gini,0.9706744868035191,0.8892045454545454,0.9910766140201289,0.9547313325749601,0.8725845762711897
300,5,4,gini,0.9713512294157456,0.8917921045157625,0.9912137054958081,0.9546871996954411,0.8755693938626857
50,6,4,gini,0.967741935483871,0.878435817512043,0.9899637552811318,0.9504411201645966,0.8601835685213264
100,6,4,gini,0.9707496804270997,0.8897079671108591,0.9906619787702339,0.9534886552232492,0.8731790955432889
150,6,4,gini,0.9707496804270997,0.8893943702018766,0.9908007004958066,0.9534225120278979,0.8727987250848905
200,6,4,gini,0.9704489059327769,0.8883205456095482,0.9908023056649329,0.9535695352058442,0.8715639113103365
300,6,4,gini,0.9708248740506805,0.8895216400911162,0.9908922954590669,0.9540053679636349,0.8729393803251368
50,7,4,gini,0.9674411609895481,0.8776490534049166,0.9892102537802486,0.9482829234454042,0.8592986737664099
100,7,4,gini,0.9684186780960975,0.8810198300283286,0.989672467246273,0.9505249003952214,0.8631658113901555
150,7,4,gini,0.9684186780960975,0.8806818181818182,0.9899245540413795,0.9518083959702635,0.8627595660818399
200,7,4,gini,0.9693210015790661,0.8840250142126208,0.9901405746926829,0.9519309126337157,0.8666110074094202
300,7,4,gini,0.9697721633205504,0.8856655290102389,0.9903183220926349,0.9521668718826364,0.8684995795330659
50,9,4,gini,0.9666140311301602,0.8734321550741163,0.9893762132194306,0.9467524722344766,0.8543991037911742
100,9,4,gini,0.9671403864952252,0.8758875319511502,0.9896761541191099,0.948830737348612,0.8572336756795127
150,9,4,gini,0.967741935483871,0.8781596137460949,0.9899705521691503,0.9499942672487899,0.8598530639913946
200,9,4,gini,0.9686442589668396,0.8814330395223201,0.990023823719524,0.95021738036177,0.8636222525624483
300,9,4,gini,0.9692458079554854,0.8832429346274622,0.9901727031559732,0.9505846052590152,0.8657021242062319
50,8,4,gini,0.9674411609895481,0.8768837077054308,0.9892268321676294,0.946729400137173,0.8583785539781956
100,8,4,gini,0.9678923227310324,0.878727634194831,0.9898677962643099,0.9490267300445924,0.8605079110693651
150,8,4,gini,0.9688698398375818,0.8823194997157476,0.9901233442053445,0.9492576475404237,0.864645082504541
200,8,4,gini,0.9692458079554854,0.8834425762325449,0.9902240685680095,0.950434174602574,0.8659326690636264
300,8,4,gini,0.9693210015790661,0.8837606837606837,0.9902408726822989,0.9503892009141497,0.8662996187340651
50,10,4,gini,0.9667644183773216,0.8740740740740741,0.98899418296741,0.9448666026993305,0.855138363670414
100,10,4,gini,0.9676667418602902,0.8774928774928775,0.989506081434042,0.9468868240806166,0.8590776301634673
150,10,4,gini,0.9667644183773216,0.8747165532879818,0.9898562340304482,0.948384198994469,0.8558924711338808
200,10,4,gini,0.9678171291074517,0.8782707622298066,0.9898747436369342,0.9486005675761279,0.859976565229961
300,10,4,gini,0.9684186780960975,0.8804780876494024,0.989932529725475,0.9485335752843307,0.8625191875943836
50,2,5,gini,0.9689450334611625,0.8834978843441467,0.9899953068867674,0.9510692120191042,0.8660673552776307
100,2,5,gini,0.9709000676742612,0.8905233380480905,0.9914081817677467,0.9545345375063087,0.8741412752751948
150,2,5,gini,0.9713512294157456,0.8920374043638425,0.991616201654187,0.9558897590972419,0.8758705272006735
200,2,5,gini,0.9712760357921648,0.8917233560090703,0.9917098783211575,0.9568155877574066,0.875505744170483
300,2,5,gini,0.9713512294157456,0.8924032759107596,0.991760742117842,0.9573793390160458,0.8763308651607843
50,3,5,gini,0.970148131438454,0.8882634393470307,0.9904285019046838,0.9521206430427479,0.8716013786458178
100,3,5,gini,0.9710504549214226,0.8912736515108727,0.9912672529346253,0.9544111678213225,0.875027256917859
150,3,5,gini,0.9713512294157456,0.8924640135478408,0.9913842045539251,0.956097133931148,0.8764085855813888
200,3,5,gini,0.9716520039100685,0.8937129968987877,0.9916300211571323,0.9566906157980718,0.8778666780097625
300,3,5,gini,0.9718023911572299,0.8937977909940527,0.9917926950157594,0.9564847476729859,0.8779064898808225
50,4,5,gini,0.9709000676742612,0.8900255754475703,0.9908630512840501,0.955474205360785,0.8735293745716685
100,4,5,gini,0.9712760357921648,0.8917233560090703,0.9913340430187333,0.9560497067718156,0.875505744170483
150,4,5,gini,0.9724039401458756,0.8959455628012475,0.9914066518409235,0.9559206243599854,0.8803723078966906
200,4,5,gini,0.972027972027972,0.8946175637393767,0.9917031566754421,0.9566356458322474,0.878849113634109
300,4,5,gini,0.9718775847808105,0.8942307692307693,0.9917732825016399,0.9558057231308277,0.8784217657922059
50,6,5,gini,0.9694713888262275,0.8856338028169014,0.9910216620583264,0.9538790481775684,0.8685521717896749
100,6,5,gini,0.9693961952026469,0.8849957615145522,0.9911011430108378,0.9550143010531976,0.86777605107821
150,6,5,gini,0.9690954207083239,0.8838654987284543,0.9910894302923705,0.9548445858718286,0.8664718391840869
200,6,5,gini,0.970148131438454,0.8878214184797966,0.9911371088315701,0.954622499647424,0.8710365808135176
300,6,5,gini,0.9699225505677118,0.886685552407932,0.9912095922499224,0.9546546858351216,0.8697005206584695
50,5,5,gini,0.9689450334611625,0.8835635748519876,0.9902728506609836,0.9527236676428094,0.866150443826373
100,5,5,gini,0.9687194525904204,0.882750845546787,0.990948200490038,0.9550529034670434,0.8652159623950316
150,5,5,gini,0.970148131438454,0.8877579869946283,0.9911877469013464,0.9564679579051407,0.8709570095230033
200,5,5,gini,0.9699225505677118,0.8868138087153368,0.9912768087070793,0.9564139608009604,0.8698588851189208
300,5,5,gini,0.970148131438454,0.8876944837340877,0.991390349341986,0.9553739727117716,0.8708777191031862
50,7,5,gini,0.9676667418602902,0.8780487804878049,0.9902911596213286,0.9513263128015287,0.8597320700462179
100,7,5,gini,0.9695465824498083,0.8850411581038887,0.9912361527828064,0.9542884123872533,0.8677897581088307
150,7,5,gini,0.9693210015790661,0.8842881452070335,0.9910310422654074,0.9532930770758333,0.8669269628296286
200,7,5,gini,0.9690954207083239,0.8834042553191489,0.9909524140589941,0.9540098017191242,0.8659058693250513
300,7,5,gini,0.9696969696969697,0.8856737588652482,0.9909760903036047,0.9542507560267719,0.8685228055937368
50,8,5,gini,0.9672155801188059,0.8767665347654042,0.9902029254809261,0.9488272618726556,0.858277747358687
100,8,5,gini,0.9684186780960975,0.881489841986456,0.9904841310472113,0.9499506141596907,0.8637461800846419
150,8,5,gini,0.9682682908489361,0.8805885681946802,0.990723903185428,0.9500151715740431,0.8626773932388009
200,8,5,gini,0.9690954207083239,0.8834042553191489,0.990812287810436,0.9506480958078802,0.8659058693250513
300,8,5,gini,0.9690202270847432,0.8831537152580828,0.9908816612136062,0.9528980297480201,0.8656188005053721
50,9,5,gini,0.9681930972253553,0.8806096528365792,0.9898646110068252,0.9484668121346775,0.8627270259570372
100,9,5,gini,0.9684186780960975,0.8812217194570136,0.9904708131596179,0.9500681907667123,0.8634128925178445
150,9,5,gini,0.9688698398375818,0.8826530612244898,0.9908212416444676,0.9515183913509062,0.8650453318842952
200,9,5,gini,0.9683434844725167,0.880837814888197,0.9907344120270508,0.950829382090594,0.8629625339533217
300,9,5,gini,0.9695465824498083,0.8848450383849872,0.9908062182646777,0.9512510418507166,0.8675550265006379
50,10,5,gini,0.9689450334611625,0.8824366638200968,0.9902071892114175,0.9498744831663425,0.8647756514813477
100,10,5,gini,0.9691706143319047,0.8835888699602499,0.9904589750373127,0.9503686663612668,0.866113723897388
150,10,5,gini,0.9697721633205504,0.885730528709494,0.9904986528116493,0.9505287566753469,0.8685769323142994
200,10,5,gini,0.9690202270847432,0.8830210107893243,0.9905369260630006,0.9511484181080034,0.8654590302810963
300,10,5,gini,0.968794646214001,0.8824029470104846,0.9904525794415757,0.951749987695324,0.8647589314694692
50,4,6,gini,0.9699225505677118,0.8877035373385739,0.9913271959691796,0.954769410114963,0.8709985856843788
100,4,6,gini,0.9704489059327769,0.889451476793249,0.9915079279804755,0.9564587423257602,0.8729825818424936
150,4,6,gini,0.9705240995563577,0.8898876404494382,0.9917816594780171,0.9564390209000502,0.8735112504256191
200,4,6,gini,0.9710504549214226,0.8915187376725838,0.9917474743917838,0.9567883151401605,0.8753422363729341
300,4,6,gini,0.971501616662907,0.8932093547478163,0.9917884814468031,0.9576193938681482,0.8772940430873968
50,2,6,gini,0.9713512294157456,0.8924640135478408,0.9911906061088525,0.9552570843975124,0.8764085855813888
100,2,6,gini,0.9722535528987142,0.8956743002544529,0.9915010809309218,0.958096563722706,0.8800907259685957
150,2,6,gini,0.9718775847808105,0.8944695259593679,0.9918837382021323,0.9585146354002726,0.8787272853181802
200,2,6,gini,0.972027972027972,0.895152198421646,0.992013706739814,0.9586049571849786,0.879532506424479
300,2,6,gini,0.9721783592751335,0.8957158962795941,0.9920465876261325,0.958925180915239,0.8801832584258176
50,3,6,gini,0.9705992931799383,0.8893291819983017,0.9909978353291105,0.9555662889386405,0.8727577544404559
100,3,6,gini,0.9705992931799383,0.8896415467118262,0.9917024293331815,0.9584170629848046,0.8731510713851146
150,3,6,gini,0.9706744868035191,0.8902027027027027,0.9918626452765842,0.9585738550522046,0.8738361246175136
200,3,6,gini,0.9717271975336491,0.8939650310208686,0.9920521304757711,0.958480253636221,0.8781533261553196
300,3,6,gini,0.9714264230393262,0.8925339366515838,0.9920355019268551,0.9580777019190965,0.8764640866694631
50,5,6,gini,0.9684938717196782,0.8820714888826344,0.9906059483354245,0.9528606833893994,0.8644513288455213
100,5,6,gini,0.9699977441912926,0.8877005347593583,0.9913573179710622,0.95605039486159,0.8709513741185182
150,5,6,gini,0.9706744868035191,0.8899548532731377,0.9915202677181327,0.9568911520644892,0.8735164661065147
200,5,6,gini,0.9705992931799383,0.8895168126589432,0.99151695705681,0.9568684448837976,0.8729928986547023
300,5,6,gini,0.9708248740506805,0.8902714932126696,0.9915624786499966,0.9562894044801806,0.8738538478391393
50,6,6,gini,0.9680427099781939,0.8805844338297274,0.9907601950561393,0.9530682211345064,0.8627600028512464
100,6,6,gini,0.9706744868035191,0.8897058823529411,0.9910852668849497,0.9542613268096971,0.8732012881315584
150,6,6,gini,0.9709000676742612,0.890647075445041,0.9914309551047238,0.9549734761719195,0.8742971105488254
200,6,6,gini,0.9702233250620348,0.8877551020408163,0.9914055733679168,0.9551689440668685,0.8709293137952758
300,6,6,gini,0.9702233250620348,0.8880723572639909,0.991456387003066,0.9560531570691523,0.8713228886406528
50,7,6,gini,0.9699977441912926,0.8874471086036672,0.9905787607833507,0.9521345231512958,0.8706257699703004
100,7,6,gini,0.970148131438454,0.8879480666102173,0.9910914869153133,0.9543114225116021,0.8711965628673501
150,7,6,gini,0.969621776073389,0.885940146809712,0.9911695633448394,0.9539107998199134,0.8688756757202996
200,7,6,gini,0.9697721633205504,0.8862478777589134,0.9912141067880895,0.9535308270663153,0.8692060222207281
300,7,6,gini,0.9696969696969697,0.886190341711381,0.9913724165931548,0.9545060754779153,0.8691610198246947
50,8,6,gini,0.9680427099781939,0.8801804341697209,0.9901844660359755,0.9516743912367311,0.8622450324319098
100,8,6,gini,0.9688698398375818,0.8828522920203735,0.990689893664568,0.9535106397369676,0.8652888448315718
150,8,6,gini,0.9690954207083239,0.8837340876944837,0.991037638507285,0.9541385075435534,0.866308740462374
200,8,6,gini,0.9693961952026469,0.8847352024922118,0.9911668797027067,0.9541199205756358,0.8674533904684651
300,8,6,gini,0.9691706143319047,0.884180790960452,0.9912155865533778,0.9536928293129773,0.866838764259049
