n_estimators,min_samples_split,max_features,criterion,accuracy,f1,roc_auc,pr_auc,matthews
300,10,3,gini,0.999855332446039,0.9999014059511367,0.9999998843243094,0.9999999580283087,0.9996298319162934
50,2,4,gini,0.9999228439712208,0.9999474147790763,0.9999999626315156,0.9999999846296342,0.9998026064267808
100,2,4,gini,0.9999324884748182,0.9999539882341342,0.9999999700100062,0.9999999882553898,0.9998272765012302
150,2,4,gini,0.9999421329784156,0.9999605616027765,0.9999999590612783,0.9999999849752168,0.9998519477532378
200,2,4,gini,0.9999228439712208,0.9999474147790763,0.9999999609654049,0.9999999854939038,0.9998026064267808
300,2,4,gini,0.9999324884748182,0.9999539882341342,0.9999999657257214,0.9999999872182019,0.9998272765012302
50,3,4,gini,0.9999228439712208,0.9999474147790763,0.9999998567144739,0.9999999479719256,0.9998026064267808
100,3,4,gini,0.9999131994676234,0.9999408412376013,0.9999999166944616,0.9999999698016391,0.9997779375297832
150,3,4,gini,0.9999228439712208,0.9999474147790763,0.9999999462084237,0.9999999803148066,0.9998026064267808
200,3,4,gini,0.9999324884748182,0.9999539882341342,0.9999999504927086,0.9999999820410546,0.9998272765012302
300,3,4,gini,0.9999324884748182,0.9999539882341342,0.9999999533488985,0.9999999830764955,0.9998272765012302
50,4,4,gini,0.999951777482013,0.999967134885005,0.9999999024135122,0.9999999644411751,0.9998766201829112
100,4,4,gini,0.9999421329784156,0.9999605616027765,0.9999999438282655,0.9999999796222725,0.9998519477532378
150,4,4,gini,0.9999421329784156,0.9999605616027765,0.9999999590612783,0.9999999851454175,0.9998519477532378
200,4,4,gini,0.9999421329784156,0.9999605616027765,0.9999999595373098,0.9999999853177024,0.9998519477532378
300,4,4,gini,0.9999324884748182,0.999953988839007,0.9999999533488986,0.9999999830725486,0.9998272652111843
50,6,4,gini,0.9998939104604286,0.9999276967470109,0.999999939067949,0.9999999778917206,0.9997285552677302
100,6,4,gini,0.9999228439712208,0.9999474161616427,0.9999999609654049,0.9999999858329438,0.999802582708775
150,6,4,gini,0.9999324884748182,0.9999539894438638,0.9999999590612783,0.9999999851435855,0.9998272563558855
200,6,4,gini,0.9999324884748182,0.999953988839007,0.9999999652496896,0.9999999873882265,0.9998272652111843
300,6,4,gini,0.9999324884748182,0.9999539882341342,0.9999999590612783,0.9999999851434018,0.9998272765012302
50,5,4,gini,0.9999228439712208,0.9999474154703686,0.9999999147903349,0.9999999691033042,0.9998025933505316
100,5,4,gini,0.9999324884748182,0.999953988839007,0.9999999543009618,0.9999999834165222,0.9998272652111843
150,5,4,gini,0.9999324884748182,0.999953988839007,0.9999999690579429,0.9999999887708109,0.9998272652111843
200,5,4,gini,0.9999421329784156,0.9999605616027765,0.9999999719141328,0.9999999898070658,0.9998519477532378
300,5,4,gini,0.9999324884748182,0.999953988839007,0.9999999657257213,0.9999999875624591,0.9998272652111843
50,7,4,gini,0.9999228439712208,0.9999474147790763,0.9999999466844554,0.9999999806588792,0.9998026064267808
100,7,4,gini,0.999903554964026,0.9999342693379608,0.9999999538249301,0.9999999832442437,0.9997532389478253
150,7,4,gini,0.9999324884748182,0.9999539882341342,0.9999999671538163,0.9999999880799385,0.9998272765012302
200,7,4,gini,0.9999324884748182,0.999953988839007,0.9999999700100061,0.9999999891159507,0.9998272652111843
300,7,4,gini,0.9999131994676234,0.999940842793009,0.9999999628695314,0.999999986524808,0.9997779102394573
50,8,4,gini,0.9999131994676234,0.999940842793009,0.9999999028895437,0.9999999647829303,0.9997779102394573
100,8,4,gini,0.9999228439712208,0.9999474147790763,0.9999999190746198,0.9999999706501705,0.9998026064267808
150,8,4,gini,0.9999324884748182,0.9999539894438638,0.9999999347836642,0.9999999763441251,0.9998272563558855
200,8,4,gini,0.9999131994676234,0.999940842793009,0.9999999371638225,0.9999999772034643,0.9997779102394573
300,8,4,gini,0.9999131994676234,0.999940842793009,0.9999999514447718,0.9999999823807137,0.9997779102394573
50,9,4,gini,0.9999131994676234,0.999940842793009,0.999999892892879,0.9999999611583733,0.9997779102394573
100,9,4,gini,0.999903554964026,0.9999342693379608,0.9999999266911261,0.9999999734020333,0.9997532389478253
150,9,4,gini,0.9999131994676234,0.999940842793009,0.9999999300233476,0.9999999746141172,0.9997779102394573
200,9,4,gini,0.9999131994676234,0.999940842793009,0.999999933831601,0.999999975994462,0.9997779102394573
300,9,4,gini,0.9999228439712208,0.9999474161616427,0.999999929547316,0.9999999744416083,0.999802582708775
50,10,4,gini,0.9998939104604286,0.9999276976975003,0.999999903841607,0.9999999651162907,0.9997285441360895
100,10,4,gini,0.999903554964026,0.9999342693379608,0.999999929547316,0.9999999744365959,0.9997532389478253
150,10,4,gini,0.999903554964026,0.9999342693379608,0.9999999262150946,0.9999999732305526,0.9997532389478253
200,10,4,gini,0.9998842659568312,0.9999211221686145,0.9999999285952528,0.999999974089347,0.9997038998971922
300,10,4,gini,0.999903554964026,0.9999342693379608,0.9999999319274743,0.9999999752996191,0.9997532389478253
50,3,5,gini,0.9999421329784156,0.9999605616027765,0.9999999128862084,0.9999999679042366,0.9998519477532378
100,3,5,gini,0.9999421329784156,0.9999605616027765,0.9999999704860378,0.9999999892917607,0.9998519477532378
150,3,5,gini,0.999951777482013,0.999967134885005,0.9999999800066708,0.9999999927445855,0.9998766201829112
200,3,5,gini,0.9999614219856104,0.9999737080808213,0.9999999766744493,0.9999999915356413,0.999901293790357
300,3,5,gini,0.9999421329784156,0.9999605616027765,0.999999977150481,0.9999999917079424,0.9998519477532378
50,2,5,gini,0.999951777482013,0.999967134885005,0.999999970248022,0.9999999875639887,0.9998766201829112
100,2,5,gini,0.9999614219856104,0.9999737080808213,0.9999999840529398,0.9999999939530959,0.999901293790357
150,2,5,gini,0.999951777482013,0.999967134885005,0.9999999864330981,0.9999999949895484,0.9998766201829112
200,2,5,gini,0.999951777482013,0.999967134885005,0.9999999885752404,0.9999999956805659,0.9998766201829112
300,2,5,gini,0.9999614219856104,0.9999737080808213,0.9999999857190506,0.9999999948168207,0.999901293790357
50,4,5,gini,0.9999324884748182,0.9999539882341342,0.9999999543009618,0.9999999834191369,0.9998272765012302
100,4,5,gini,0.9999614219856104,0.9999737080808213,0.9999999633455631,0.9999999866998509,0.999901293790357
150,4,5,gini,0.9999614219856104,0.9999737080808213,0.9999999576331833,0.9999999846287498,0.999901293790357
200,4,5,gini,0.9999614219856104,0.9999737080808213,0.9999999595373099,0.9999999853197292,0.999901293790357
300,4,5,gini,0.999951777482013,0.999967134885005,0.999999964773658,0.9999999872186697,0.9998766201829112
50,5,5,gini,0.9999131994676234,0.999940842793009,0.9999999685819112,0.9999999885978651,0.9997779102394573
100,5,5,gini,0.9999614219856104,0.9999737080808213,0.9999999695339746,0.9999999889449709,0.999901293790357
150,5,5,gini,0.999951777482013,0.999967134885005,0.9999999719141327,0.9999999898074745,0.9998766201829112
200,5,5,gini,0.999951777482013,0.999967134885005,0.999999969057943,0.9999999887717054,0.9998766201829112
300,5,5,gini,0.999951777482013,0.999967134885005,0.9999999719141328,0.9999999898078059,0.9998766201829112
50,7,5,gini,0.9999421329784156,0.9999605616027765,0.9999998614747905,0.9999999498093676,0.9998519477532378
100,7,5,gini,0.999903554964026,0.9999342693379608,0.9999999371638225,0.9999999772059468,0.9997532389478253
150,7,5,gini,0.9999324884748182,0.9999539894438638,0.9999999509687402,0.9999999822103441,0.9998272563558855
200,7,5,gini,0.9999421329784156,0.9999605621212321,0.9999999557290568,0.9999999839373152,0.999851938249566
300,7,5,gini,0.9999421329784156,0.9999605616027765,0.9999999614414365,0.9999999860087654,0.9998519477532378
50,6,5,gini,0.9999228439712208,0.9999474147790763,0.9999999604893732,0.9999999856624949,0.9998026064267808
100,6,5,gini,0.9999228439712208,0.9999474147790763,0.999999964773658,0.9999999872164542,0.9998026064267808
150,6,5,gini,0.9999421329784156,0.9999605616027765,0.9999999666777846,0.9999999879083799,0.9998519477532378
200,6,5,gini,0.9999421329784156,0.9999605616027765,0.9999999714381012,0.9999999896353664,0.9998519477532378
300,6,5,gini,0.9999324884748182,0.9999539882341342,0.9999999695339745,0.9999999889444352,0.9998272765012302
50,9,5,gini,0.9999324884748182,0.9999539894438638,0.9999999619174682,0.9999999861794593,0.9998272563558855
100,9,5,gini,0.9999228439712208,0.9999474161616427,0.9999999528728669,0.9999999828988854,0.999802582708775
150,9,5,gini,0.9999324884748182,0.9999539894438638,0.9999999519208036,0.9999999825539114,0.9998272563558855
200,9,5,gini,0.9999131994676234,0.999940842793009,0.9999999571571518,0.9999999844528856,0.9997779102394573
300,9,5,gini,0.9999228439712208,0.9999474161616427,0.9999999523968351,0.999999982724882,0.999802582708775
50,8,5,gini,0.9999131994676234,0.9999408412376013,0.99999991621843,0.9999999696236034,0.9997779375297832
100,8,5,gini,0.9999131994676234,0.9999408420153153,0.9999999428762022,0.9999999792777313,0.9997779226675014
150,8,5,gini,0.9999228439712208,0.9999474161616427,0.9999999604893732,0.9999999856623112,0.999802582708775
200,8,5,gini,0.9999131994676234,0.999940842793009,0.9999999571571517,0.9999999844526971,0.9997779102394573
300,8,5,gini,0.9999131994676234,0.999940842793009,0.9999999585852466,0.9999999849708942,0.9997779102394573
50,10,5,gini,0.9999228439712208,0.9999474154703686,0.9999998195840054,0.9999999346741807,0.9998025933505316
100,10,5,gini,0.9999228439712208,0.9999474161616427,0.9999999090779552,0.9999999670314598,0.999802582708775
150,10,5,gini,0.9999228439712208,0.9999474161616427,0.9999999319274742,0.9999999753077531,0.999802582708775
200,10,5,gini,0.9999421329784156,0.999960562639674,0.999999940496044,0.9999999784141334,0.9998519311808959
300,10,5,gini,0.9999228439712208,0.9999474161616427,0.9999999366877909,0.9999999770327398,0.999802582708775
50,2,6,gini,0.999951777482013,0.999967134885005,0.9999999490646136,0.9999999782538693,0.9998766201829112
100,2,6,gini,0.9999421329784156,0.9999605616027765,0.9999999745323068,0.9999999905017578,0.9998519477532378
150,2,6,gini,0.999951777482013,0.999967134885005,0.9999999857190506,0.9999999946447717,0.9998766201829112
200,2,6,gini,0.999951777482013,0.999967134885005,0.9999999864330981,0.999999994817454,0.9998766201829112
300,2,6,gini,0.9999614219856104,0.9999737080808213,0.9999999876231771,0.9999999955081401,0.999901293790357
50,4,6,gini,0.9999614219856104,0.9999737084264493,0.9999999614414365,0.9999999860098395,0.9999012878599441
100,4,6,gini,0.9999614219856104,0.9999737080808213,0.9999999757223861,0.9999999911893938,0.999901293790357
150,4,6,gini,0.9999614219856104,0.9999737080808213,0.999999974294291,0.99999999067139,0.999901293790357
200,4,6,gini,0.9999614219856104,0.9999737080808213,0.9999999790546075,0.9999999923983991,0.999901293790357
300,4,6,gini,0.9999614219856104,0.9999737080808213,0.9999999752463543,0.999999991017136,0.999901293790357
50,3,6,gini,0.9999614219856104,0.9999737080808213,0.9999999831008765,0.9999999932624644,0.999901293790357
100,3,6,gini,0.999951777482013,0.999967134885005,0.9999999804827024,0.9999999929167297,0.9998766201829112
150,3,6,gini,0.9999421329784156,0.9999605616027765,0.999999974294291,0.9999999906722048,0.9998519477532378
200,3,6,gini,0.999951777482013,0.999967134885005,0.9999999766744493,0.9999999915358615,0.9998766201829112
300,3,6,gini,0.9999614219856104,0.9999737080808213,0.999999974294291,0.9999999906730128,0.999901293790357
50,6,6,gini,0.9999421329784156,0.9999605616027765,0.9999999847669874,0.9999999944715355,0.9998519477532378
100,6,6,gini,0.999951777482013,0.999967134885005,0.9999999823868291,0.9999999936076087,0.9998766201829112
150,6,6,gini,0.9999131994676234,0.999940842793009,0.9999999833388923,0.9999999939526463,0.9997779102394573
200,6,6,gini,0.9999421329784156,0.9999605616027765,0.999999982386829,0.9999999936073339,0.9998519477532378
300,6,6,gini,0.9999228439712208,0.9999474161616427,0.9999999819107974,0.9999999934342475,0.999802582708775
50,5,6,gini,0.999951777482013,0.9999671357490749,0.9999999664397689,0.9999999877363307,0.9998766071839127
100,5,6,gini,0.9999614219856104,0.9999737080808213,0.9999999692959587,0.9999999887721138,0.999901293790357
150,5,6,gini,0.999951777482013,0.999967134885005,0.999999972866196,0.9999999901532205,0.9998766201829112
200,5,6,gini,0.999951777482013,0.999967134885005,0.9999999728661961,0.9999999901534996,0.9998766201829112
300,5,6,gini,0.9999614219856104,0.9999737080808213,0.999999974294291,0.9999999906717645,0.999901293790357
50,7,6,gini,0.9999228439712208,0.9999474147790763,0.999999925739063,0.9999999730731944,0.9998026064267808
100,7,6,gini,0.999903554964026,0.9999342693379608,0.9999999543009619,0.9999999834193876,0.9997532389478253
150,7,6,gini,0.9999131994676234,0.9999408412376013,0.9999999600133415,0.9999999854894632,0.9997779375297832
200,7,6,gini,0.9999228439712208,0.9999474147790763,0.9999999623934998,0.9999999863533514,0.9998026064267808
300,7,6,gini,0.9999421329784156,0.9999605616027765,0.9999999628695314,0.9999999865275475,0.9998519477532378
50,8,6,gini,0.9999131994676234,0.999940842793009,0.9999999623934998,0.9999999863507294,0.9997779102394573
100,8,6,gini,0.9999131994676234,0.9999408420153153,0.9999999614414365,0.9999999860072056,0.9997779226675014
150,8,6,gini,0.9998939104604286,0.9999276957964965,0.9999999685819113,0.9999999885968411,0.9997285688337728
200,8,6,gini,0.999903554964026,0.9999342693379608,0.9999999571571515,0.9999999844519233,0.9997532389478253
