n_estimators,min_samples_split,max_features,criterion,accuracy,f1,roc_auc,pr_auc,matthews
150,4,1,gini,0.983475122875198,0.9656413390371427,0.9985176550866309,0.9959079829678628,0.9551408534021317
200,4,1,gini,0.9833444914354762,0.965360320586837,0.9985187244100507,0.9959225061043476,0.9547845885661845
300,4,1,gini,0.9832628467856501,0.9651751435463596,0.9985146824250916,0.9958992101373062,0.9545635089401492
50,3,1,gini,0.9820871638281543,0.9627567475810559,0.9981323791537384,0.994836786703871,0.951340268526928
100,3,1,gini,0.9831975310657892,0.9650606091473973,0.9984151864143458,0.9956087078164518,0.9543812459549904
150,3,1,gini,0.9834261360853024,0.9655476731950714,0.998492757696992,0.9958098044958752,0.9550055337845134
200,3,1,gini,0.983622083244885,0.9659549913444894,0.9985183279112592,0.995883642394061,0.9555419845188822
300,3,1,gini,0.9833118335755457,0.9652923996468111,0.9985539602718112,0.9960043626896132,0.954695147904762
50,2,1,gini,0.9826096895870413,0.9638161247579248,0.9982314980948528,0.9947678886029048,0.9527741364333182
100,2,1,gini,0.9836384121748502,0.9659692976497758,0.9985132209204713,0.9957294917208728,0.9555899702252219
150,2,1,gini,0.9840792932839111,0.9669098930935007,0.9985540135221026,0.9958851302548,0.9567928979372027
200,2,1,gini,0.9841282800738068,0.9670173057346454,0.9985855564041924,0.9959943535698257,0.9569260199456321
300,2,1,gini,0.984291569373459,0.9673477700088249,0.9985885297853303,0.9960283972466003,0.9573746397144351
50,4,2,gini,0.9879982364755637,0.9752949480689724,0.9990597574453829,0.9973932986524613,0.9674720101695493
100,4,2,gini,0.9882268414950768,0.9757410585108173,0.9991270039282797,0.9975734118205177,0.9680916339639177
150,4,2,gini,0.9884554465145899,0.9762153069806561,0.9991908718960646,0.997696148828374,0.9687137595035153
200,4,2,gini,0.9885534200943812,0.9764298443226522,0.9992195421408113,0.9977556566183762,0.9689809394852053
300,4,2,gini,0.9886024068842769,0.9765346601223694,0.9992181583528326,0.9977436184166001,0.9691144491759387
50,3,2,gini,0.9883574729347986,0.9760569528862622,0.9990374095933463,0.9972893853679983,0.9684519637571612
100,3,2,gini,0.9886024068842769,0.9765472750487199,0.9991878524606207,0.9976254150740768,0.9691156744716404
150,3,2,gini,0.989059616923303,0.9774941215989251,0.9992299396200127,0.9977451225256266,0.9703591008083834
200,3,2,gini,0.9892392351529204,0.9778717974547531,0.9992416438901499,0.9977863752145779,0.970848134258997
300,3,2,gini,0.9890922747832335,0.977558287979574,0.9992488226051136,0.9978163241519517,0.9704475689052954
50,2,2,gini,0.9883738018647638,0.9760752688172043,0.9990748740517632,0.9973649774204634,0.9684940360067328
100,2,2,gini,0.9888146829738247,0.9769771115517762,0.9991612935179695,0.9975755002862192,0.969692086461437
150,2,2,gini,0.9889943012034421,0.9773475835181824,0.9991893765703133,0.9976447888851798,0.9701805053164275
200,2,2,gini,0.9889943012034421,0.9773414912929469,0.9992354855659054,0.9977376794972188,0.9701801527276697
300,2,2,gini,0.98920657729299,0.9777897248076342,0.9992494213110931,0.9978053330321875,0.97075797054838
50,5,2,gini,0.9881451968452507,0.9755933570900289,0.9991263807559504,0.9974160490097688,0.9678711283655858
100,5,2,gini,0.9884391175846247,0.9762032804517343,0.9991604127293653,0.9975552166810163,0.9686708693849317
150,5,2,gini,0.9886024068842769,0.9765315042700559,0.9991985838335414,0.9976457108168083,0.9691142202967956
200,5,2,gini,0.9884881043745203,0.976303317535545,0.9991914375005114,0.997646887225729,0.9688039847832787
300,5,2,gini,0.9886024068842769,0.9765409692814412,0.999183404622089,0.9976487329458645,0.9691149999024902
50,6,2,gini,0.9880472232654595,0.9754081838339045,0.9990391373494236,0.9972071875773703,0.9676070126360814
100,6,2,gini,0.9880308943354942,0.9753605163198763,0.9991421615517762,0.9974485798508118,0.9675605985564109
150,6,2,gini,0.9883248150748681,0.9759655786749134,0.9991597967530212,0.9974952358736255,0.9683598204754829
200,6,2,gini,0.9883574729347986,0.9760279729684296,0.9991811119811634,0.9975848194321606,0.9684481634175843
300,6,2,gini,0.9885207622344507,0.9763610074313192,0.9991846970210541,0.9976066304863862,0.9688920112603466
50,7,2,gini,0.9870838163975115,0.9733714862817707,0.9989734084998327,0.9970219369212947,0.9649800266434214
100,7,2,gini,0.9875083685766072,0.9742328808649668,0.9991073113948292,0.9973675917220409,0.9661350749106311
150,7,2,gini,0.9876879868062246,0.9746145040737998,0.9991549934328143,0.9975207848869319,0.9666244468776838
200,7,2,gini,0.9878512761058768,0.9749562407432342,0.9991548818950418,0.9975118915990002,0.9670691208367638
300,7,2,gini,0.9878839339658072,0.9750201992997576,0.9991597075228031,0.9975488170801676,0.9671578918860579
50,8,2,gini,0.9876226710863637,0.9744867048131942,0.9990364784328447,0.9972261136124918,0.9664470127243835
100,8,2,gini,0.9878349471759116,0.974936921783011,0.9991175865422801,0.9974599208556871,0.9670255704511277
150,8,2,gini,0.9877696314560507,0.9747989636957034,0.9991400711180383,0.9975228354794002,0.9668475891934549
200,8,2,gini,0.9877696314560507,0.9747972677411757,0.9991232454651425,0.997483112098337,0.966847462240706
300,8,2,gini,0.9876063421563985,0.9744539059607553,0.9991189660126676,0.9974943122912682,0.9664026265846377
50,9,2,gini,0.9866919220783462,0.9725616941049725,0.9989914106963296,0.997000332524102,0.9639131023836761
100,9,2,gini,0.9870838163975115,0.973362518942583,0.9990533738867982,0.9972327431066561,0.9649793435689128
150,9,2,gini,0.987345079276955,0.9739083594249739,0.9990798802987564,0.9973246999839267,0.9656910559703843
200,9,2,gini,0.9877206446661551,0.9746818396067605,0.9990981652974764,0.997394432114755,0.9667133466340021
300,9,2,gini,0.9875410264365376,0.9743019770300765,0.9991111986661039,0.9974243398982163,0.9662240412931484
50,10,2,gini,0.9868225535180679,0.9728310271689729,0.9989691326453506,0.9970060238256971,0.9642686931010177
100,10,2,gini,0.9871654610473376,0.9735121655321156,0.9990568473889161,0.9972744873095596,0.9652009353916869
150,10,2,gini,0.987198118907268,0.9735813451947701,0.9990740263646913,0.9973298867246961,0.9652899184269605
200,10,2,gini,0.9872144478372332,0.9736123748862603,0.9990715048914321,0.9973268913542777,0.9653343638817206
300,10,2,gini,0.9872471056971637,0.9736850972067792,0.9990870482197421,0.99736913728885,0.9654233919307651
50,2,3,gini,0.9903822602504858,0.9802660233859349,0.9993106677814226,0.9978308600584129,0.9739592334209385
100,2,3,gini,0.9907414967097206,0.9810196498510361,0.9993824851542001,0.9980164119938614,0.9749376702665951
150,2,3,gini,0.9907904834996163,0.9811207069692709,0.999388690252349,0.9980566016130669,0.9750706629878707
200,2,3,gini,0.9908721281494424,0.9812811840739376,0.9993885844713648,0.998061107043631,0.9752903222883925
300,2,3,gini,0.9911170620989207,0.9817914044718169,0.9994105876357042,0.9982595553147584,0.975956433234305
50,3,3,gini,0.9903006156006597,0.9801151580074987,0.9993261355518867,0.9979020521943684,0.9737420662399322
100,3,3,gini,0.9905618784801032,0.9806585463793335,0.9993810466767331,0.9981768849803035,0.9744527836616733
150,3,3,gini,0.9907414967097206,0.9810183790298282,0.9993981112363413,0.9982287174892686,0.9749373301874767
200,3,3,gini,0.9908394702895119,0.9812205001171627,0.9994118642035014,0.9982985342594145,0.9752033159580303
300,3,3,gini,0.9909374438693033,0.9814238377347123,0.9994118123924074,0.9983129603556438,0.9754696161365246
50,4,3,gini,0.9903822602504858,0.9802647009549338,0.9993512948753915,0.9980401070242042,0.9739589485958758
100,4,3,gini,0.9906108652699989,0.9807428246089956,0.9994053331272172,0.9981640142582983,0.974581143124799
150,4,3,gini,0.9906925099198249,0.9809121961020695,0.9994121167825866,0.9981657378056717,0.9748030386049487
200,4,3,gini,0.9905128916902075,0.9805483946566674,0.9994145461472336,0.9981604093231934,0.9743171009759952
300,4,3,gini,0.9905618784801032,0.9806507766470273,0.9994200186940759,0.9982335233243465,0.9744504709963453
50,5,3,gini,0.98995770807139,0.9794211142713736,0.9992923849414979,0.9979428776885078,0.9728152908552298
100,5,3,gini,0.9901699841609379,0.9798406000937646,0.9993355306303319,0.9981002720674937,0.9733859039374605
150,5,3,gini,0.9904965627602423,0.9805103475989552,0.9993890809943523,0.9981739968481527,0.9742716131046406
200,5,3,gini,0.9904639049003119,0.9804433728484362,0.9993907310337883,0.9981948794396223,0.9741830421879226
300,5,3,gini,0.9904475759703467,0.9804079172108912,0.9993922594610722,0.9982042913421141,0.9741382580317615
50,7,3,gini,0.9895494848222596,0.9785594639865997,0.9992483268017247,0.9977016524051191,0.9717004939556758
100,7,3,gini,0.9898597344915988,0.9792008574203704,0.9993023470635869,0.9979438558137107,0.9725434755959577
150,7,3,gini,0.990023023791251,0.9795412690440315,0.9993435800595205,0.9980291030229611,0.9729879300969771
200,7,3,gini,0.990023023791251,0.9795412690440315,0.9993453409171305,0.9980644579199324,0.9729879300969771
300,7,3,gini,0.9899740370013553,0.9794387515906503,0.999347707676705,0.9980876202051289,0.9728544784371524
50,6,3,gini,0.9898107477017031,0.9791066764883145,0.9992897994239694,0.9978614297413504,0.9724124742599973
100,6,3,gini,0.990104668441077,0.9796998526061905,0.9993431619727728,0.9980170911324973,0.9732069534069263
150,6,3,gini,0.9903659313205205,0.9802450947565794,0.9993620838161948,0.9981301167819437,0.9739180415986782
200,6,3,gini,0.9905782074100684,0.9806836061732115,0.9993658041406097,0.9981586246304901,0.9744945670596772
300,6,3,gini,0.9903822602504858,0.980269989615784,0.9993619578864513,0.9981806523113874,0.9739601340869094
50,8,3,gini,0.9890759458532682,0.9775676491298662,0.999199735191194,0.9976336440866412,0.9704103071040273
100,8,3,gini,0.98958214268219,0.9786078326180258,0.9992962247192694,0.9978796212242442,0.9717845378792167
150,8,3,gini,0.9895494848222596,0.9785393333780431,0.9993248251629583,0.9979935786642831,0.9716955891212647
200,8,3,gini,0.9898270766316684,0.979122683556181,0.9993380571407806,0.9980283690399154,0.9724519694800768
300,8,3,gini,0.9896801162619814,0.9788175358627161,0.9993479746477607,0.9980844364105439,0.9720523488005515
50,9,3,gini,0.9891412615731291,0.9777032690695725,0.9992150144268422,0.9977303229710072,0.9705879632800941
100,9,3,gini,0.9894841691023987,0.9784153371765653,0.9992655705413678,0.9978885196692269,0.9715206055190276
150,9,3,gini,0.9896964451919465,0.9788545960256023,0.9992786794678411,0.9979155721025283,0.9720975147568305
200,9,3,gini,0.9896148005421205,0.9786920396676494,0.9992932290305772,0.9979627745030668,0.971877292517477
300,9,3,gini,0.9896311294720856,0.9787276808147131,0.9993085111446196,0.9979463602807761,0.9719221802191571
50,10,3,gini,0.9892392351529204,0.9779148094775294,0.9992302281790244,0.9976760013007838,0.9708565187489123
100,10,3,gini,0.9891086037131986,0.9776287103806809,0.9992897684812325,0.9979599825513802,0.970497596776395
150,10,3,gini,0.98958214268219,0.9786092670824114,0.9993113168592993,0.9980330118766314,0.9717848418604118
200,10,3,gini,0.9895168269623291,0.9784751559042446,0.9993357501078846,0.9980367293611699,0.9716075532616372
300,10,3,gini,0.9894841691023987,0.9784081003151612,0.9993309489464731,0.9980448481758504,0.9715189089622499
50,2,4,gini,0.9912313646086772,0.9820371299548419,0.9993623846083814,0.9978141899837578,0.976269477160439
100,2,4,gini,0.9914762985581554,0.9825488098422038,0.9994187788258039,0.99803128755384,0.9769364005047412
150,2,4,gini,0.9914109828382947,0.9824174354860276,0.9994537390813263,0.9982445411674856,0.9767602977573258
200,2,4,gini,0.9916232589278424,0.9828491190531912,0.9994613675453733,0.9982814451058412,0.9773343224089587
300,2,4,gini,0.9917049035776686,0.983017984890018,0.9994776067254645,0.9983921120552569,0.9775560655318561
50,4,4,gini,0.9911987067487468,0.981989507802319,0.9994123420169276,0.998143038321964,0.97618790035648
100,4,4,gini,0.9916069299978773,0.9828254477412457,0.9994535368741385,0.9983551720941213,0.9772936144644422
150,4,4,gini,0.9916559167877729,0.9829228352772115,0.9994560921685289,0.9983456250075453,0.9774251904445197
200,4,4,gini,0.991590601067912,0.9827834052084378,0.9994553308332811,0.9984102032933698,0.9772462391292295
300,4,4,gini,0.9917049035776686,0.9830202553646634,0.999452661122724,0.9984150389868567,0.9775568445682095
50,3,4,gini,0.9910844042389902,0.9817452357071214,0.9993217330480627,0.997870554126914,0.9758743185064702
100,3,4,gini,0.9916559167877729,0.9829125564286909,0.9993972613904742,0.9982698007317975,0.977421699355359
150,3,4,gini,0.9914762985581554,0.9825558080470526,0.9994218025788392,0.9982818525708955,0.9769389531741243
200,3,4,gini,0.9914109828382947,0.9824221360780644,0.9994200287684557,0.9983307019228246,0.9767620624722414
300,3,4,gini,0.9915252853480512,0.9826554824048391,0.9994500554564365,0.9983796237168413,0.977071400972317
50,7,4,gini,0.9908557992194772,0.9812846734843927,0.9993465728698188,0.9980251345705964,0.9752579702571965
100,7,4,gini,0.9909701017292337,0.9815105820990337,0.9993987027463355,0.9982879350733691,0.9755644330969676
150,7,4,gini,0.9911333910288859,0.9818437155181061,0.999441081343133,0.9983558744369995,0.9760063817117571
200,7,4,gini,0.9911007331689554,0.9817768415421139,0.999433750792879,0.9983474613739083,0.9759179020337251
300,7,4,gini,0.9911823778187815,0.9819446301992778,0.9994385066195826,0.9983713341849342,0.9761393120206986
50,6,4,gini,0.9906761809898598,0.9809113094641126,0.9993167145678945,0.9978335381427883,0.9747691476230612
100,6,4,gini,0.9910517463790598,0.9816759178760115,0.9993884506260376,0.9981758559573435,0.9757849655539432
150,6,4,gini,0.9912640224686077,0.9821124076364973,0.9994090455360485,0.998287703786654,0.9763607138169312
200,6,4,gini,0.991443640698225,0.9824796041192991,0.9994064449069505,0.9982878628449571,0.9768471332739656
300,6,4,gini,0.9914599696281903,0.982514793888536,0.999419699911926,0.9983093947430058,0.9768919644382679
50,5,4,gini,0.9909701017292337,0.9815217028101714,0.9994173317131544,0.9980344694939224,0.9755688252480063
100,5,4,gini,0.9911987067487468,0.981985896193309,0.9994494114157498,0.9982108653476718,0.9761864522284637
150,5,4,gini,0.9915416142780163,0.9826813774657305,0.9994625009130624,0.9982986255744583,0.9771129491124309
200,5,4,gini,0.9915252853480512,0.9826496840838431,0.9994607407750514,0.9982918403654363,0.977069304021646
300,5,4,gini,0.9915742721379468,0.9827482447342026,0.9994717340818379,0.998388534831435,0.9772014227271423
50,10,4,gini,0.9903006156006597,0.9801497126052666,0.9993818900462134,0.9981639665957504,0.9737549205402334
100,10,4,gini,0.9904965627602423,0.98053772070626,0.999383814972289,0.9982318837434303,0.9742802797296597
150,10,4,gini,0.9904802338302771,0.980498411105536,0.9993915405821377,0.9982549814291273,0.9742338861874911
200,10,4,gini,0.9905618784801032,0.9806663098742306,0.999411578522884,0.998255173047975,0.9744553723287728
300,10,4,gini,0.9906598520598945,0.9808708447595479,0.9994134681886312,0.9982543066609837,0.9747222393879397
50,8,4,gini,0.9907088388497902,0.980973081424511,0.9993784805883646,0.9981510287344023,0.9748556714295351
100,8,4,gini,0.9911170620989207,0.9818157507688193,0.9993927610212494,0.9982248787747187,0.9759641442998807
150,8,4,gini,0.9910844042389902,0.9817476766731297,0.9994053266508306,0.9983095367043964,0.9758752203855053
200,8,4,gini,0.9911660488888163,0.9819093797023909,0.9994043659867891,0.998308417247221,0.976094443531657
300,8,4,gini,0.991068075309025,0.9817099675661216,0.9994182686304441,0.9983464139077526,0.975829422355693
50,9,4,gini,0.990545549550138,0.9806386891824109,0.9993131093792447,0.9977785379496291,0.9744132528216344
100,9,4,gini,0.9907578256396858,0.9810677013647311,0.9993924084179685,0.9981667062595043,0.9749863839133714
150,9,4,gini,0.9906761809898598,0.9808972600448296,0.9994081510750721,0.9982229403633038,0.9747640524018942
200,9,4,gini,0.9907904834996163,0.9811383853922815,0.9994105624497557,0.998245483646361,0.9750761985435583
300,9,4,gini,0.9907578256396858,0.9810702341137124,0.9994216457063588,0.9982833039353625,0.9749872594838547
50,2,5,gini,0.9918518639473556,0.9833227499080913,0.9994243017445438,0.9980736607853091,0.9779554802898202
100,2,5,gini,0.9920314821769729,0.9836931096705206,0.9994918339080578,0.9983148705271747,0.9784429078205131
150,2,5,gini,0.9920314821769729,0.9836963784578378,0.9994987362971852,0.9983533454677058,0.9784441048774841
200,2,5,gini,0.9920314821769729,0.9837018235254826,0.9995128800063487,0.9984528050060701,0.9784462532329954
300,2,5,gini,0.9921621136166947,0.9839732888146911,0.9995167140273319,0.9985287778091563,0.9788016816991914
50,4,5,gini,0.9917538903675642,0.9831357488729338,0.9993093084597939,0.997907461393126,0.9776955091135898
100,4,5,gini,0.9918518639473556,0.983338341847808,0.9994168136022107,0.9981720016166044,0.9779616983974948
150,4,5,gini,0.991737561437599,0.983101790008015,0.9994631046562317,0.9982916912245734,0.9776510602930153
200,4,5,gini,0.9918681928773208,0.9833678444993654,0.9994876149018597,0.9984005198366265,0.9780042077907485
300,4,5,gini,0.9918518639473556,0.9833394544422557,0.9995045405789512,0.9985474739031168,0.9779621999221669
50,3,5,gini,0.9920151532470077,0.983665697965728,0.9993619823528017,0.9979446132773746,0.9784009455438862
100,3,5,gini,0.9919661664571121,0.9835649385355425,0.9994463164224598,0.9982603119695498,0.9782680989082948
150,3,5,gini,0.9918355350173903,0.9832954697313911,0.999465071319022,0.9984047751686541,0.9779135295356078
200,3,5,gini,0.9920314821769729,0.9836974677624106,0.9994753327941006,0.9984877410398705,0.9784445192281044
300,3,5,gini,0.9920314821769729,0.9836985569214324,0.9995065799211935,0.9985160021533418,0.9784449412410542
50,5,5,gini,0.9914926274881207,0.9826049213715736,0.9993894854087279,0.9979561103717298,0.9769898990380348
100,5,5,gini,0.9915089564180859,0.9826261276311393,0.999424439907462,0.998230213938185,0.9770287661292998
150,5,5,gini,0.9917702192975294,0.9831685813518568,0.9994482543013088,0.9984056648284069,0.9777394653576116
200,5,5,gini,0.9917865482274947,0.9832025379863082,0.999461207794499,0.9984614452532297,0.9777839121666576
300,5,5,gini,0.9918518639473556,0.9833361162130573,0.9994826496719827,0.9984740519524822,0.9779607182727934
50,6,5,gini,0.9916885746477033,0.9830146494477259,0.9993868667896667,0.9981237320044173,0.9775246926086018
100,6,5,gini,0.9918681928773208,0.9833656222860578,0.9994433545548986,0.9983202654169273,0.9780032852175412
150,6,5,gini,0.9917538903675642,0.9831289880733638,0.9994672581789631,0.9983384603482044,0.9776926798189605
200,6,5,gini,0.9916885746477033,0.9829930836312607,0.9994826367192092,0.9984418052708629,0.9775149273944332
300,6,5,gini,0.9917538903675642,0.9831312422754451,0.9994923455426149,0.998540582174152,0.977693592322067
50,7,5,gini,0.9913293381884685,0.9822663059813646,0.9993521137785218,0.9981015575517552,0.9765457264546832
100,7,5,gini,0.9914109828382947,0.9824244854317028,0.9994367443227755,0.9982609276889752,0.9767629907534479
150,7,5,gini,0.9916395878578077,0.9828922747928361,0.9994556006827309,0.9984026029987669,0.9773820517496079
200,7,5,gini,0.9916559167877729,0.9829285404069088,0.9994601802077941,0.9984295671355449,0.9774273981921681
300,7,5,gini,0.9916885746477033,0.9829964924002005,0.9994934069504507,0.9984993241176627,0.9775162858837929
50,9,5,gini,0.9910844042389902,0.9817635270541082,0.9993839560136012,0.9982114322352723,0.9758818279580301
100,9,5,gini,0.9913946539083294,0.9823975416680584,0.9994301650333896,0.9983382652253705,0.9767214936614951
150,9,5,gini,0.9914109828382947,0.9824303560692097,0.9994341760756119,0.9983396689937242,0.9767654452667711
200,9,5,gini,0.9913619960483989,0.9823224728487886,0.9994382511621035,0.9983397348995454,0.9766296266723365
300,9,5,gini,0.9915089564180859,0.9826284492550277,0.9994433336865411,0.9983456991062969,0.9770297161164023
50,10,5,gini,0.9908231413595467,0.9812241079780837,0.9993807019890355,0.9981254017738457,0.9751722236025806
100,10,5,gini,0.990921114939338,0.9814208380672325,0.999403580185191,0.9982332671436586,0.9754359030247859
150,10,5,gini,0.990921114939338,0.9814195963106537,0.9993998944015059,0.9982229752654488,0.9754353822081202
200,10,5,gini,0.9910027595891642,0.9815811465819823,0.9994203288410437,0.9982673171296156,0.9756542918523635
300,10,5,gini,0.9910844042389902,0.9817574340126963,0.9994349431676479,0.9983652290117193,0.9758791338289373
50,8,5,gini,0.9913293381884685,0.982256824940689,0.9993924156139536,0.9982060108224474,0.976541657561322
100,8,5,gini,0.9912803513985728,0.9821547921400883,0.9994381237931631,0.9983258158286357,0.9764082810684758
150,8,5,gini,0.991296680328538,0.9821911858064085,0.9994445713960177,0.9983490997062172,0.9764537041617904
200,8,5,gini,0.9912640224686077,0.9821267497410884,0.9994767921399256,0.9983853455392426,0.9763662716849982
300,8,5,gini,0.9913783249783642,0.9823564793156453,0.9994822236696517,0.9984094929609673,0.9766740814700854
50,4,6,gini,0.9917865482274947,0.9832126289089878,0.9993900243880292,0.9981349031710085,0.9777886356300244
100,4,6,gini,0.9921621136166947,0.9839829151094501,0.9994173698518767,0.9982765336259714,0.9788061612678058
150,4,6,gini,0.9920151532470077,0.9836711523691856,0.9994623483581736,0.9983994855672225,0.9784031996677105
200,4,6,gini,0.9919824953870773,0.9836032726665553,0.9995051738256602,0.9985002211003272,0.9783143304850649
300,4,6,gini,0.9920641400369034,0.9837707874173512,0.9995133499041909,0.9985632374737238,0.9785355672094687
50,3,6,gini,0.9919498375271468,0.9835507657402155,0.9993972326065328,0.9980096174641481,0.9782326874979664
100,3,6,gini,0.9922764161264512,0.9842159709013248,0.999440550279416,0.9980698746390888,0.979115152205338
150,3,6,gini,0.9923907186362078,0.9844500800854245,0.9994829231194255,0.9983771040513238,0.9794246592951414
200,3,6,gini,0.9924723632860338,0.9846194908751209,0.9994880380257971,0.9984442637813712,0.9796468103147653
300,3,6,gini,0.9922274293365556,0.9841163908168713,0.9995148833686643,0.9984606111787854,0.9789828749899017
50,2,6,gini,0.9920967978968338,0.9838440483343347,0.9993490382143921,0.9979211167645006,0.9786268423551655
100,2,6,gini,0.992407047566173,0.9844767150726089,0.9993803256390029,0.9981695288058656,0.9794657360759973
150,2,6,gini,0.9923090739863817,0.9842753647380896,0.9994380712624702,0.9982368490369484,0.9792001266710302
200,2,6,gini,0.992407047566173,0.9844756785630822,0.9994726249448215,0.9983245297315025,0.9794652875821908
300,2,6,gini,0.9924397054261034,0.9845414176488264,0.9995130742979524,0.9983862784173951,0.9795532377325649
50,5,6,gini,0.9919988243170424,0.9836503169836504,0.999398999220931,0.9981592171374973,0.978364932926443
100,5,6,gini,0.9920151532470077,0.9836755132699049,0.999464546012093,0.99842828546975,0.9784051406475932
150,5,6,gini,0.9920314821769729,0.9837116154873164,0.9994631499909392,0.9984256743719225,0.9784506022987761
200,5,6,gini,0.9919824953870773,0.9836131228515169,0.9994656002239435,0.998485052540968,0.9783188369752988
300,5,6,gini,0.9919824953870773,0.9836109349444241,0.9994830116300449,0.9984788799822644,0.9783177820658524
50,6,6,gini,0.9915416142780163,0.9827079716918147,0.9994302283580605,0.998295370296693,0.9771238681832758
100,6,6,gini,0.9918518639473556,0.9833416791854448,0.9994892771744707,0.9984507121270476,0.9779632258857582
150,6,6,gini,0.9916885746477033,0.9830010353004041,0.9994901651590601,0.9984498475602199,0.9775182042949752
200,6,6,gini,0.9917212325076338,0.9830666978390835,0.9994844788914535,0.9984320947773835,0.9776061243250609
300,6,6,gini,0.9919335085971817,0.9835047415520235,0.9994859288824971,0.9984278351486885,0.9781824430505339
50,7,6,gini,0.9915416142780163,0.9827021972884525,0.9993399943000314,0.997904499825191,0.9771211505405939
100,7,6,gini,0.9916722457177382,0.9829682073203313,0.99945825959931,0.9981486404942514,0.9774742501638225
150,7,6,gini,0.9916232589278424,0.9828697365345443,0.9994832714051154,0.9982382159445995,0.9773424112980298
200,7,6,gini,0.9916722457177382,0.9829738933030647,0.9994928370284127,0.9982528638116269,0.9774768492443842
300,7,6,gini,0.9918845218072859,0.9834051220408027,0.999512827475656,0.9984757966068921,0.9780500934071013
50,8,6,gini,0.9915742721379468,0.9827827827827827,0.9993498664723037,0.9979623581506883,0.9772163458638836
100,8,6,gini,0.9917212325076338,0.9830757418967186,0.9994408438756174,0.9981810951601267,0.977610234578896
150,8,6,gini,0.9917702192975294,0.9831764470258362,0.9994553243568942,0.9982650211364121,0.9777430730819292
200,8,6,gini,0.9918028771574599,0.9832443257676903,0.999459644106887,0.9983227513373707,0.977831991915113
